ID,Type,Spine,Title (Data retrieved 2019-06-21),Year,Country,Duration,Created,Expiring,Director,URL,Description,Not in Region
461207,feature,810,In a Lonely Place,1950,United States,1:33:32,2019-03-26,2019-07-01,Nicholas Ray,https://www.criterionchannel.com/videos/in-a-lonely-place,"Directed by Nicholas Ray • 1950 • United States /  / Starring Humphrey Bogart, Gloria Grahame /  /  /  / When a gifted but washed-up screenwriter with a hair-trigger temper—Humphrey Bogart, in a revelatory, vulnerable performance—becomes the prime suspect in a brutal Tinseltown murder, the only person who can supply an alibi for him is a seductive neighbor (Gloria Grahame) with her own troubled past. The emotionally charged IN A LONELY PLACE, freely adapted from a Dorothy B. Hughes thriller, is a brilliant, turbulent mix of suspenseful noir and devastating melodrama, fueled by powerhouse performances. An uncompromising tale of two people desperate to love yet struggling with their demons and each other, this is one of the greatest films of the 1950s, and a benchmark in the career of the classic Hollywood auteur Nicholas Ray.",
463420,supplement,,Dana Polan Commentary,,,1:33:32,2019-03-27,2019-07-01,,https://www.criterionchannel.com/in-a-lonely-place/videos/dana-polan-commentary,"Recorded in 2015, this audio commentary features film scholar Dana Polan, author of the BFI Film Classics monograph on IN A LONELY PLACE.",
466812,feature,,Bugsy Malone,1976,United States,1:33:13,2019-04-01,2019-07-01,Alan Parker,https://www.criterionchannel.com/videos/bugsy-malone,"Directed by Alan Parker • 1976 • United States /  / Starring Jodie Foster, Scott Baio /  /  /  / Welcome to Fat Sam’s speakeasy! A TAXI DRIVER–era Jodie Foster is among the gaggle of young ’uns who comprise the all-child cast of this delightful 1976 musical gangster comedy, in which the guns shoot whipped cream and the titular ex-boxer (played by Scott Baio in his first role) finds himself caught up in a mob turf war at the height of the roaring twenties. Featuring toe-tapping tunes (courtesy of Paul Williams), a snappy script, and remarkably poised performances from its young cast, this debut feature from Alan Parker (FAME) has earned its place as a beloved cult classic. /  /  /  / Limited engagement ends June 30",
512935,supplement,,Commentary,,,1:31:50,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/commentary-4,"This commentary, recorded in 2001, features actor-director John Cameron Mitchell and director of photography Frank G. DeMarco. The two discuss all aspects of the film’s shoot, from color tests and staging to lighting and design.",
514477,feature,982,Hedwig and the Angry Inch,2001,United States,1:31:46,2019-05-31,2019-07-01,John Cameron Mitchell,https://www.criterionchannel.com/videos/hedwig-and-the-angry-inch,"Directed by John Cameron Mitchell • 2001 • United States /  / Starring John Cameron Mitchell, Andrea Martin, Michael Pitt /  /  /  / With this trailblazing musical, writer-director-star John Cameron Mitchell and composer-lyricist Stephen Trask brought their signature creation from stage to screen for a movie as unclassifiable as its protagonist. Raised a boy in East Berlin, Hedwig (Mitchell) undergoes a traumatic personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, characterized by Mitchell as inhabiting a “beautiful gender of one.” The film tells Hedwig’s story through her music, an eclectic assortment of original punk anthems and power ballads by Trask, matching them with a freewheeling cinematic mosaic of music-video fantasies, animated interludes, and moments of bracing emotional realism. A hard-charging song cycle and a tender character study, HEDWIG AND THE ANGRY INCH is a tribute to the transcendent power of rock and roll.",
467042,feature,,Human Desire,1954,United States,1:30:55,2019-04-01,2019-07-01,Fritz Lang,https://www.criterionchannel.com/human-desire/videos/human-desire,"Directed by Fritz Lang • 1954 • United States /  / Starring Glenn Ford, Gloria Grahame, Broderick Crawford /  /  /  / In this adaptation of Emile Zola’s “La bête humaine,” veteran Jeff Warren (Glenn Ford) returns from Korea to his job as a railroad engineer and quickly succumbs to the advances of his boss's wife, Vicki Buckley (played with frank, unvarnished carnality by Gloria Grahame). Thus begins a tangled web of suspicion, sex, and murder involving Vicki and her brutish husband Carl (Broderick Crawford). Directed by Fritz Lang, HUMAN DESIRE evokes a powerful emotional landscape of envy, greed, lust, and violent anger. /  /  /  / Limited engagement ends June 30",
466307,feature,,The Burglar,1957,United States,1:30:32,2019-03-29,2019-07-01,Paul Wendkos,https://www.criterionchannel.com/the-burglar/videos/the-burglar,"Directed by Paul Wendkos • 1957 • United States /  / Starring Dan Duryea, Jayne Mansfield  /  /  /  / Based on the pulp-fiction novel by David Goodis, who also penned the screenplay, this little-known crime thriller stars noir mainstay Dan Duryea as a jewel thief who targets the mansion of a wealthy evangelist for his final heist—only to see his plan upended when his half sister (Jayne Mansfield) is kidnapped by a crooked cop. Directed by Paul Wendkos, THE BURGLAR has more twists and hairpin turns than a winding mountain road. /  /  /  / Limited engagement ends June 30",
466809,feature,,The Big Heat,1953,United States,1:29:37,2019-04-01,2019-07-01,Fritz Lang,https://www.criterionchannel.com/the-big-heat/videos/the-big-heat,"Directed by Fritz Lang • 1953 • United States /  / Starring Glenn Ford, Gloria Grahame, Lee Marvin /  /  /  / Fritz Lang’s hard-boiled cop vs. criminals yarn stars Glenn Ford as Dave Bannion, a police detective and family man driven by grief to conduct a relentless vendetta against a mobster (Alexander Scourby) and his brutal henchman (Lee Marvin). Once dedicated to protect and serve, Bannion sacrifices everything—principles, career, and even the woman who comes to him for protection—in a rage to destroy his gangland foes. /  /  /  / Limited engagement ends June 30",
463200,supplement,,Commentary,,,1:28:18,2019-03-27,2019-07-01,,https://www.criterionchannel.com/paths-of-glory-1/videos/commentary,"Recorded in 2010, this commentary features critic Gary Giddins (“Warning Shadows: Home Alone with Classic CInema”).",
465660,feature,538,Paths of Glory,1957,United States,1:28:18,2019-03-28,2019-07-01,Stanley Kubrick,https://www.criterionchannel.com/videos/paths-of-glory,"Directed by Stanley Kubrick • 1957 • United States /  / Starring Kirk Douglas, Ralph Meeker, Adolph Menjou /  /  /  / Stanley Kubrick’s PATHS OF GLORY is among the most powerful antiwar films ever made. A fiery Kirk Douglas stars as a World War I French colonel who goes head-to-head with the army’s ruthless top brass when his men are accused of cowardice after being unable to carry out an impossible mission. This haunting, exquisitely photographed dissection of the military machine in all its absurdity and capacity for dehumanization (a theme Kubrick would continue to explore throughout his career) is assembled with its legendary director’s customary precision, from its tense trench warfare sequences to its gripping courtroom climax to its ravaging final scene. /  /  /  / Restored by the UCLA Film & Television Archive in cooperation with MGM Studios, with funding provided by The Film Foundation and the Hollywood Foreign Press Association. ",
467156,feature,,Pushover,1954,United States,1:27:45,2019-04-01,2019-07-01,Richard Quine,https://www.criterionchannel.com/pushover/videos/pushover,"Directed by Richard Quine • 1954 • United States /  / Starring Fred MacMurray, Kim Novak, Dorothy Malone /  /   /  / Paul Sheridan (Fred MacMurray) is one of the duty-bound cops who stake out the apartment of Lana McLane (Kim Novak), the girlfriend of a murderous bank robber. Sheridan makes a move on the beautiful blonde in order to get the lowdown on the stolen cash. When she turns on the heat, he falls for her, leading to a double-cross with fatal results. The stellar supporting cast includes E. G. Marshall and Dorothy Malone. /  /  /  / Limited engagement ends June 30",
463971,supplement,,Joan Crawford: The Ultimate Movie Star,,,1:27:15,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mildred-pierce/videos/joan-crawford-the-ultimate-movie-star,"This 2002 documentary, directed by Peter Fitzgerald, covers the life and career of actor Joan Crawford. Narrated by Anjelica Huston, it features Crawford’s friends, relatives, and colleagues.",
466305,feature,,The Lineup,1958,United States,1:26:35,2019-03-29,2019-07-01,Don Siegel,https://www.criterionchannel.com/the-lineup/videos/the-lineup-1,"Directed by Don Siegel • 1958 • United States /  / Starring Eli Wallach, Robert Keith /  /  /  / The dual strands of this thriller follow two criminals involved in a dope-smuggling scheme and the police who follow their trail of violence across the city of San Francisco. Making brilliant use of space and architecture, the film features a wildly disorienting car chase that culminates on the then-unfinished Embarcadero Freeway—literally, a road going nowhere. Don Siegel directs Eli Wallach as the cold-blooded hit man, with Warner Anderson and Emile Meyer as the cops hunting him down. /  /  /  / Limited engagement ends June 30",
512938,supplement,,Whether You Like It or Not: The Story of Hedwig,,,1:25:35,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/whether-you-like-it-or-not-the-story-of-hedwig,"This 2003 documentary, directed by Laura Nix, covers the story of Hedwig, from the inception of the character through her first appearance at New York City’s SqueezeBox party, to the off-Broadway productions of HEDWIG AND THE ANGRY INCH and, finally, the making of the film. It features actor-director John Cameron Mitchell, composer-lyricist Stephen Trask, hairstylist-makeup artist Mike Potter, costume designer Arianne Phillips, animator Emily Hubley, and many others associated with the project.",
466306,feature,,Drive a Crooked Road,1954,United States,1:22:56,2019-03-29,2019-07-01,Richard Quine,https://www.criterionchannel.com/drive-a-crooked-road/videos/drive-a-crooked-road,"Directed by Richard Quine • 1954 • United States /  / Starring Mickey Rooney, Kevin McCarthy, Dianne Foster /  /  /  / Mickey Rooney plays Eddie Shannon, a Los Angeles mechanic and race car enthusiast who is seduced by a gangster’s girlfriend and blackmailed into participating as the getaway driver in a bank robbery. A fast-paced, entertaining noir from a screenplay by Blake Edwards and director Richard Quine, DRIVE A CROOKED ROAD features one of Rooney’s most underrated performances, as well as an irresistible femme-fatale turn by Dianne Foster. /  /  /  / Limited engagement ends June 30",
467158,feature,,Hollywood Shuffle,1987,United States,1:21:22,2019-04-01,2019-07-01,Robert Townsend,https://www.criterionchannel.com/hollywood-shuffle/videos/hollywood-shuffle,"Directed by Robert Townsend • 1987 • United States /  / Starring Robert Townsend, Keenen Ivory Wayans /  /  /  / For this runaway success of urban guerrilla filmmaking, director Robert Townsend and Keenen Ivory Wayans teamed up both as screenwriters and stars in what Janet Maslin of the “New York Times” called an “exuberant, tirelessly energetic, funny, appealingly mean-spirited, and easy-to-like” comedy. Townsend is actor wannabe Bobby Taylor, who dreams of landing a role, but faces pigeonholing as a jive-talkin’ gangsta. Bobby ultimately realizes that the best parts are inside his head as HOLLYWOOD SHUFFLE spoofs everything from Michael Jackson’s “Thriller” to Siskel & Ebert.  /  /  /  / Limited engagement ends June 30",
467043,feature,,Murder by Contract,1958,United States,1:20:29,2019-04-01,2019-07-01,Irving Lerner,https://www.criterionchannel.com/murder-by-contract/videos/murder-by-contract,"Directed by Irving Lerner • 1958 • United States /  / Starring Vince Edwards, Phillip Pine, Herschel Bernardi /  /  /  / Vince Edwards stars as a hired assassin whose latest “assignment” (Caprice Toriel) is about to testify against the mob. But this particular target is not so easy to get at. So he waits . . . and waiting gives the assassin what he needs least: time to think. Cited by Martin Scorsese as a B-movie favorite, MURDER BY CONTRACT has lean, efficient direction by Irving Lerner (CITY OF FEAR), complemented by the stark black-and-white cinematography of Lucien Ballard (THE WILD BUNCH). /  /  /  / Limited engagement ends June 30",
467155,feature,,Nightfall,1956,United States,1:18:57,2019-04-01,2019-07-01,Jacques Tourneur,https://www.criterionchannel.com/nightfall/videos/nightfall,"Directed by Jacques Tourneur • 1957 • United States /  / Starring Brian Keith, Aldo Ray, Anne Bancroft /  /   /  / Directed by Jacques Tourneur from one of the masterful, despairing novels of David Goodis, NIGHTFALL is the tale of an innocent man trapped in a senseless and lethal web of seduction and crime. The cinematography by noir specialist Burnett Guffey (HUMAN DESIRE, THE BROTHERS RICO) captures the shadowy, neon-lit city as well as a vast and borderless winter landscape, ranking among his greatest achievements. /  /  /  / Limited engagement ends June 30",
465190,feature,,Baby Face,1933,United States,1:15:51,2019-03-28,2019-07-01,Alfred E. Green,https://www.criterionchannel.com/baby-face/videos/baby-face,"Directed by Alfred E. Green • 1933 • United States /  / Starring Barbara Stanwyck, John Wayne, George Brent /  /  /  / She climbed the ladder of success—wrong by wrong! Barbara Stanwyck stars as Lily “Baby Face” Powers, a tough woman of unusual beauty who sleeps her way to the top of a banking empire, leaving a trail of broken hearts and marriages in her headstrong quest for fame and fortune. Lily starts life working as a barmaid in her father’s factory-town saloon, where she learns to handle herself around tough men. When her father dies, Baby Face takes her maid and moves to New York, where she marries young office boy Jimmy McCoy (John Wayne), the first in a series of marriages and lovers that ends in control of Gotham Trust Company. /  /  /  / Limited engagement ends June 30",
466308,feature,,So Dark the Night,1946,United States,1:10:19,2019-03-29,2019-07-01,Joseph H. Lewis,https://www.criterionchannel.com/so-dark-the-night/videos/so-dark-the-night,"Directed by Joseph H. Lewis • 1946 • United States /  / Starring Steven Geray, Micheline Cheirel /  /  /  / Joseph H. Lewis, the director of the classic film noir GUN CRAZY, established his reputation as a talented stylist by wrangling this complicated story—of a Parisian detective (Steven Geray) who falls in love while taking his first vacation in eleven years, only to see the woman murdered—into a tense and atmospheric thriller. Working with a cast of virtual unknowns, Lewis and noir cinematographer extraordinaire Burnett Guffey overcame the challenges of recreating the French countryside in Canoga Park, California, and crafted a nail-biter with a terrific surprise ending—an inspiration for future films such as POSSESSED and MEMENTO. /  /  /  / Limited engagement ends June 30",
466808,feature,,My Name Is Julia Ross,1945,United States,1:05:07,2019-04-01,2019-07-01,Joseph H. Lewis,https://www.criterionchannel.com/my-name-is-julia-ross/videos/my-name-is-julia-ross,"Directed by Joseph H. Lewis • 1945 • United States /  / Starring Nina Foch, George Macready, Dame May Whitty /  /  /  / An unemployed London secretary is lured to the Cornish coast for a position as an elderly woman’s live-in assistant. Soon, however, she finds herself a prisoner in an isolated mansion, where she begins to question her own sanity as she gets roped into a murder plot. This low-budget B movie is transformed into a chilling noir masterpiece through the stylish direction of Joseph H. Lewis (GUN CRAZY) and superb performances. /  /  /  / Limited engagement ends June 30",
460715,supplement,,Las claves: Compay Segundo,,,0:59:59,2019-03-25,2019-07-01,,https://www.criterionchannel.com/buena-vista-social-club/videos/las-claves-compay-segundo,"In this 1998 interview, conducted for the Spanish television program “Las claves,” BUENA VISTA SOCIAL CLUB musician Compay Segundo discuses his career and the Cuban music scene.",
464602,supplement,,Portrait of a “60% Perfect Man”: Billy Wilder,,,0:58:44,2019-03-28,2019-07-01,,https://www.criterionchannel.com/ace-in-the-hole/videos/portrait-of-a-60-perfect-man-billy-wilder,"This 1980 documentary, directed by Annie Tresgot, features filmmaker Billy Wilder in conversation with film critic Michel Ciment at Wilder’s office and Los Angeles homes. It also contains appearances by frequent Wilder collaborators Walter Matthau and Jack Lemmon.",
512936,supplement,,"A ""Hedwig"" Reunion",,,0:56:17,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/a-hedwig-reunion,"This program, produced in February 2019, brings together many of the key collaborators on HEDWIG AND THE ANGRY INCH, including actor-director John Cameron Mitchell, director of photography Frank G. DeMarco, composer-lyricist Stephen Trask, hairstylist-makeup artist Mike Potter, animator Emily Hubley, actor Miriam Shor, and visual consultant Miguel Villalobos. In it, they explore the project’s early days, the challenges of making the film, and the legacy of their creation.",
463422,supplement,,I’m a Stranger Here Myself,,,0:40:42,2019-03-27,2019-07-01,,https://www.criterionchannel.com/in-a-lonely-place/videos/i-m-a-stranger-here-myself,"This 1975 documentary about director Nicholas Ray, presented here in a slightly condensed form, features interviews with Ray, filmmaker François Truffaut, and actors Natalie Wood and John Houseman, among others.",
463483,supplement,,"Harring, Theroux, Watts, and Ray on MULHOLLAND DR.",,,0:35:42,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mulholland-dr/videos/harring-theroux-watts-and-ray-on-mulholland-dr,"These interviews with actors Laura Harring, Justin Theroux, and Naomi Watts and casting director Johanna Ray were conducted in February, June, and July 2015 in Los Angeles.",
512937,supplement,,"The Music of ""Hedwig""",,,0:29:17,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/the-music-of-hedwig,"Music critic David Fricke first wrote about HEDWIG AND THE ANGRY INCH after seeing the off-Broadway production at New York’s Jane Street Theatre in 1998. In this program, recorded in February 2019, Fricke talks to composer-lyricist Stephen Trask about Trask’s band Cheater, how the band influenced his work on HEDWIG, his influences, and his approach to creating the soundtrack’s many iconic songs.",
463482,supplement,,David Lynch and Naomi Watts on MULHOLLAND DR.,,,0:26:48,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mulholland-dr/videos/david-lynch-and-naomi-watts-on-mulholland-dr,These interviews with director David Lynch and actor Naomi Watts were conducted in February 2015 in Los Angeles.,
460702,supplement,,Wim Wenders on BUENA VISTA SOCIAL CLUB,,,0:26:18,2019-03-25,2019-07-01,,https://www.criterionchannel.com/buena-vista-social-club/videos/wim-wenders-on-buena-vista-social-club,This interview with director Wim Wenders was conducted in Berlin in December 2016.,
464077,supplement,,Revisiting THE VIRGIN SUICIDES,,,0:26:16,2019-03-27,2019-07-01,,https://www.criterionchannel.com/the-virgin-suicides/videos/revisiting-the-virgin-suicides,"The following program featuring director Sofia Coppola, actors Kirsten Dunst and Josh Hartnett, and cinematographer Ed Lachman was produced in 2018.",
463487,supplement,,On-Set Footage,,,0:24:48,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mulholland-dr/videos/on-set-footage-1,,
463973,supplement,,Ann Blyth on MILDRED PIERCE,,,0:24:00,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mildred-pierce/videos/ann-blyth-on-mildred-pierce,"In July 2006, actor Ann Blyth appeared at the Castro Theatre in San Francisco for a screening of MILDRED PIERCE, organized and recorded by Marc Huestis. Blyth’s onstage Q&A with film noir expert Eddie Muller is presented here.",
468836,supplement,,Of Family and Folklore,,,0:23:59,2019-04-03,2019-07-01,,https://www.criterionchannel.com/to-sleep-with-anger/videos/of-family-and-folklore,"The following program featuring director Charles Burnett, actors Danny Glover and Sheryl Lee Ralph, and associate producer Linda Koulisis was produced in 2018.",
464603,supplement,,Billy Wilder at the American Film Institute,,,0:23:53,2019-03-28,2019-07-01,,https://www.criterionchannel.com/ace-in-the-hole/videos/billy-wilder-at-the-american-film-institute,"In 1986, filmmaker Billy Wilder was interviewed by George Stevens Jr. at the American Film Institute. Presented here are excerpts from that discussion in which Wilder reflects on his fifty years in film.",
464080,supplement,,Making of THE VIRGIN SUICIDES,,,0:23:11,2019-03-27,2019-07-01,,https://www.criterionchannel.com/the-virgin-suicides/videos/making-of-the-virgin-suicides,"While Sofia Coppola directed her first feature, her mother, the artist and filmmaker Eleanor Coppola, was there to document the experience. Presented here, that making-of video features interviews with both Sofia and Eleanor; actors Kirsten Dunst, Scott Glenn, Josh Hartnett, Kathleen Turner, and James Woods; author Jeffrey Eugenides; Francis Ford Coppola; and others from the cast and crew.",
463970,supplement,,Molly Haskell and Robert Polito on MILDRED PIERCE,,,0:23:03,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mildred-pierce/videos/molly-haskell-and-robert-polito-on-mildred-pierce,"This conversation between Molly Haskell and Robert Polito was recorded in 2016. In it, the critics discuss both the novel “Mildred Pierce” and the film version by Michael Curtiz.",
463485,supplement,,Peter Deming and Jack Fisk on MULHOLLAND DR.,,,0:22:13,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mulholland-dr/videos/peter-deming-and-jack-fisk-on-mulholland-dr,"These interviews with cinematographer Peter Deming and production designer Jack Fisk were conducted in June and July 2015 in New York and Austin, Texas.",
463202,supplement,,James B. Harris,,,0:21:12,2019-03-27,2019-07-01,,https://www.criterionchannel.com/paths-of-glory-1/videos/james-b-harris,This new video interview features Paths of Glory producer James B. Harris recalling the making of the film and his collaboration with director Stanley Kubrick.,
463424,supplement,,IN A LONELY PLACE Revisited,,,0:20:32,2019-03-27,2019-07-01,,https://www.criterionchannel.com/in-a-lonely-place/videos/in-a-lonely-place-revisited,"This piece, made in 2002, features filmmaker Curtis Hanson discussing the many facets of IN A LONELY PLACE that have made it an enduring classic.",
463484,supplement,,Angelo Badalamenti on MULHOLLAND DR.,,,0:19:33,2019-03-27,2019-07-01,,https://www.criterionchannel.com/mulholland-dr/videos/angelo-badalamenti-on-mulholland-dr,This interview with composer Angelo Badalamenti was conducted in July 2015 in New Jersey.,
512942,supplement,,Anatomy of a Scene,,,0:19:24,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/anatomy-of-a-scene,"Produced by the Sundance Channel in 2001, this short documentary investigates the creation of HEDWIG AND THE ANGRY INCH’s Adam and Eve sequence, from its workshopping at the Sundance Institute’s Director’s Lab in 1999 to its realization in the film.",
512939,supplement,,From the Archives: John Cameron Mitchell,,,0:18:53,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/from-the-archives-john-cameron-mitchell,"The story of the origins, production, and legacy of HEDWIG AND THE ANGRY INCH can be told through the vast archives collectively held by members of the film’s cast and crew. Here, actor-director John Cameron Mitchell guides viewers through the ephemera that illuminates their processes and inspires their memories.",
512940,supplement,,From the Archives: Arianne Phillips,,,0:18:22,2019-05-29,2019-07-01,,https://www.criterionchannel.com/hedwig-and-the-angry-inch/videos/from-the-archives-arianne-phillips,"The story of the origins, production, and legacy of HEDWIG AND THE ANGRY INCH can be told through the vast archives collectively held by members of the film’s cast and crew. Here, costume designer Arianne Phillips guides viewers through the ephemera that illuminates their processes and inspires their memories.",
